"9,2,1,1,0,4,32,32",1.15E+03,
"9,2,1,1,0,4,64,32",2.18E+03,
"9,2,1,1,0,4,96,32",3.20E+03,
"9,2,1,1,0,4,128,32",4.22E+03,
"9,2,1,1,0,4,160,32",5.25E+03,
"9,2,1,1,0,4,192,32",6.27E+03,
"9,2,1,1,0,4,224,32",7.30E+03,
"9,2,1,1,0,4,256,32",8.32E+03,
"9,2,1,1,0,4,288,32",9.34E+03,
"9,2,1,1,0,4,320,32",1.04E+04,
"9,2,1,1,0,4,352,32",8.19E+03,
"9,2,1,1,0,4,384,32",1.24E+04,
"9,1,1,1,0,16,32,32",1.04E+03,
"9,1,1,1,0,16,64,32",2.06E+03,
"9,1,1,1,0,16,96,32",3.09E+03,
"9,1,1,1,0,16,128,32",4.16E+03,
"9,1,1,1,0,16,160,32",5.16E+03,
"9,1,1,1,0,16,192,32",6.19E+03,
"9,1,1,1,0,16,224,32",7.22E+03,
"9,1,1,1,0,16,256,32",8.26E+03,
"9,1,1,1,0,16,288,32",9.25E+03,
"9,1,1,1,0,16,320,32",1.03E+04,
"9,1,1,1,0,16,352,32",8.10E+03,
"9,1,1,1,0,16,384,32",1.23E+04,
"9,1,1,1,0,9,32,32",1.04E+03,
"9,1,1,1,0,9,64,32",2.06E+03,
"9,1,1,1,0,9,96,32",3.09E+03,
"9,1,1,1,0,9,128,32",4.16E+03,
"9,1,1,1,0,9,160,32",5.16E+03,
"9,1,1,1,0,9,192,32",6.19E+03,
"9,1,1,1,0,9,224,32",7.22E+03,
"9,1,1,1,0,9,256,32",8.26E+03,
"9,1,1,1,0,9,288,32",9.26E+03,
"9,1,1,1,0,9,320,32",1.03E+04,
"9,1,1,1,0,9,352,32",8.11E+03,
"9,1,1,1,0,9,384,32",1.23E+04,
"9,1,1,1,0,8,32,32",1.04E+03,
"9,1,1,1,0,8,64,32",2.06E+03,
"9,1,1,1,0,8,96,32",3.09E+03,
"9,1,1,1,0,8,128,32",4.16E+03,
"9,1,1,1,0,8,160,32",5.16E+03,
"9,1,1,1,0,8,192,32",6.19E+03,
"9,1,1,1,0,8,224,32",7.22E+03,
"9,1,1,1,0,8,256,32",8.26E+03,
"9,1,1,1,0,8,288,32",9.26E+03,
"9,1,1,1,0,8,320,32",1.03E+04,
"9,1,1,1,0,8,352,32",8.11E+03,
"9,1,1,1,0,8,384,32",1.23E+04,
"9,1,1,1,0,4,32,32",1.04E+03,
"9,1,1,1,0,4,64,32",2.06E+03,
"9,1,1,1,0,4,96,32",3.09E+03,
"9,1,1,1,0,4,128,32",4.13E+03,
"9,1,1,1,0,4,160,32",5.15E+03,
"9,1,1,1,0,4,192,32",6.18E+03,
"9,1,1,1,0,4,224,32",7.20E+03,
"9,1,1,1,0,4,256,32",8.22E+03,
"9,1,1,1,0,4,288,32",9.25E+03,
"9,1,1,1,0,4,320,32",1.03E+04,
"9,1,1,1,0,4,352,32",8.10E+03,
"9,1,1,1,0,4,384,32",1.23E+04,
"13,32,32,10,16",0.00E+00,
"13,32,32,10,9",0.00E+00,
"13,32,32,10,8",0.00E+00,
"13,32,32,10,4",0.00E+00,
"13,32,96,10,16",0.00E+00,
"13,32,96,10,9",0.00E+00,
"13,32,96,10,8",0.00E+00,
"13,32,96,10,4",0.00E+00,
"13,32,256,10,16",0.00E+00,
"13,32,256,10,9",0.00E+00,
"13,32,256,10,8",0.00E+00,
"13,32,256,10,4",0.00E+00,
"13,32,96,100,16",0.00E+00,
"13,32,96,100,9",0.00E+00,
"13,32,96,100,8",0.00E+00,
"13,32,96,100,4",0.00E+00,
"13,32,256,100,16",0.00E+00,
"13,32,256,100,9",0.00E+00,
"13,32,256,100,8",0.00E+00,
"13,32,256,100,4",0.00E+00,
"7,32,3,1,1,16,3,96",0.00E+00,
"7,32,3,1,1,9,3,96",0.00E+00,
"7,32,3,1,1,8,3,96",0.00E+00,
"7,32,3,1,1,4,3,96",0.00E+00,
"7,16,3,1,1,16,3,96",0.00E+00,
"7,16,3,1,1,9,3,96",0.00E+00,
"7,16,3,1,1,8,3,96",0.00E+00,
"7,16,3,1,1,4,3,96",0.00E+00,
"7,8,3,1,1,16,3,96",0.00E+00,
"7,8,3,1,1,9,3,96",0.00E+00,
"7,8,3,1,1,8,3,96",0.00E+00,
"7,8,3,1,1,4,3,96",0.00E+00,
"7,4,3,1,1,16,3,96",0.00E+00,
"7,4,3,1,1,9,3,96",0.00E+00,
"7,4,3,1,1,8,3,96",0.00E+00,
"7,4,3,1,1,4,3,96",0.00E+00,
"7,2,3,1,1,16,3,96",0.00E+00,
"7,2,3,1,1,9,3,96",0.00E+00,
"7,2,3,1,1,8,3,96",0.00E+00,
"7,2,3,1,1,4,3,96",0.00E+00,
"7,1,3,1,1,16,3,96",0.00E+00,
"7,1,3,1,1,9,3,96",0.00E+00,
"7,1,3,1,1,8,3,96",0.00E+00,
"7,1,3,1,1,4,3,96",0.00E+00,
"7,32,3,1,1,16,3,256",0.00E+00,
"7,32,3,1,1,9,3,256",0.00E+00,
"7,32,3,1,1,8,3,256",0.00E+00,
"7,32,3,1,1,4,3,256",0.00E+00,
"7,16,3,1,1,16,3,256",0.00E+00,
"7,16,3,1,1,9,3,256",0.00E+00,
"7,16,3,1,1,8,3,256",0.00E+00,
